RecNo|Submod|Pos|MaxPar|NotP|Runout|NotR|NomT|NotT|MinMach|NotM|Discard|NotD|Finish|NotF
10747||F|.0005||.004|048|.945||.912||.882||15-80|
10753||R|.0005||.003||.473||.439||.409||15-80|
10816|Solid Rotor|R|.0005||.005||.473||.439||.409||15-80|
10946|FWD|R|NS||.003||.710||.680||.650||NS|
10947|FWD|F|NS||.003||.940||.910||.880||NS|
10948|4WD|R|NS||.003||.790||.750||.720||NS|
10949|4WD|F|NS||.004||1.180||1.150||1.120||NS|
11060||F|.0005||.003||1.264||NS||1.197||15-80|
11061||R|.0005||.0016||.871||NS||.803||15-80|
11219|W/ Spicer Front Axle|F|.001||.005||1.180||1.155||1.125||15-80|
11220|Others|F|.001||.005||1.180||1.155||1.125||15-80|
11304|||NS||.002||.775||NS||.697||NS|
11306||F|NS||.002||.775||NS||.697||NS|
11308||F|.001||.003||.866||NS||.807||NS|
11313|1.6L|R|NS||.006||.390||NS||.331||NS|
11321|1.5L||NS||.006||.510||NS||.449||NS|
11329|Sedan||NS||.006||.709||NS||.646||NS|
11330|Hatchback||NS||.006||.512||NS||.449||NS|
11384|Coupe W/ Solid|F|NS||.003||.510||NS||.450||NS|
11386|Coupe|R|NS||.003||.394||NS||.330||NS|
11387|Sedan W/ Solid Rotor|F|NS||.003||.510||NS||.450||NS|
11388|Sedan W/ Vent Rotor|F|NS||.003||.710||NS||.650||NS|
11389|Sedan|R|NS||.003||.394||NS||.330||NS|
11390|Coupe W/ Vented|F|NS||.003||.710||NS||.650||NS|
11639||F|NS||.003||.940||NS||.880||NS|
11640|FWD|R|NS||.003||.390||NS||.330||NS|
11663|AWD|R|NS||.003||.790||NS||.720||NS|
11711|2WD|F|NS||.006||.709||NS||.646||NS|
11712|4WD|F|NS||.006||.945||NS||.882||NS|
11713|2WD||NS||.006||.709||NS||.646||NS|
11714|4WD||NS||.006||.945||NS||.882||NS|
11733||F|NS||.006||.392||.368||.354||NS|
11734||R|NS||.006||.392||.368||.354||NS|
11791|||.0007||.003||NS||NS||.354||NS|
11801|||.0007||.003||NS||.368||.354||NS|
11826|||.0005||.003||.875||.840||.810||15-25|
11831|||.0002||.003||.870||.840||.810||NS|
11832||F|.0002||.003||.870||.840||.810||NS|
11843|||.0002||.003||.875||NS||.810||NS|
11849|AT||.001||.004||.866||.817||.787||NS|
11850|MT||.001||.004||.709||.660||.630||NS|
11868|||.001|057|.005|058|1.185||1.150||1.120||15-80|
11887||F|.001|057|.005|058|1.185||1.150||1.120||15-80|
11897|||.0005|057|.005|058|1.020||NS||.963||0-65|
11903|||.001||.003||.870||.840||.810||16-80|
11910||F|.0006||.006||.950||.870|||044|10-80|
11911||R|.0006||.003||.790||.710|||044|NS|
11977|||.0005||.003||1.030||.972|||044|10-80|
11981||F|.0005||.003||1.030||.972|||044|10-80|
11987|||NS||.0039||.472||.433|||044|NS|
11998||R|.0005||.003||.500||.440|||044|10-80|
11999|||.0004||.002||1.030||.974||NS|044|10-80|
12015||F|.0004||.002||1.030||.974||NS|044|10-80|
12022||F|.0004||.002||1.024||.974|||044|10-80|
12030||R|.0004||.002||.550||.510|||044|10-80|
12115|HD Brakes||.0007||.005|058|1.185||1.150||1.120||15-80|
12116|LD Brakes||.0005||.005|058|.875||.840||.810||15-80|
12251|||.0005|057|.005||1.020||NS||.963||0-65|
12263|||.0004||.025||1.024||NS||.962||NS|
12333|||.001|057|.005|058|1.255||1.210||1.180||15-80|
12399||F|.001|057|.005|058|1.255||1.210||1.180||15-80|
12424|||.0005||.003||1.185||NS||1.102||20-80|
12428|||.0005||.003||1.185||NS||1.102||NS|
12604|Super Duty|F|.0005||.003||1.185||NS||1.102||20-80|
12605|Super Duty|R|.001||.008||1.500||NS||1.430||15-80|
12606|STD Duty||.0005||.003||1.185||NS||1.102||20-80|
12676|STD Duty||.0005||.003||1.185||NS||1.102||NS|
12677|Super Duty|R|.001||.008||1.500||NS||1.430||NS|
12678|Super Duty|F|.0005||.003||1.185||NS||1.102||NS|
12712|||.0005||.003|049|.945||.882|||044|20-140|
12755|||.0005||.003||.945||.882|||044|10-80|
12759||F|.0005||.003||.945||.882|||044|10-80|
12765||R|NS||.004||.350||.310||.280||NS|
12766||F|NS||.004||.866||.820||.790||NS|
12819|||.0004||.002|049|.945||.882|||044|20-140|
12833||R|.0005||.002||NS||NS||.472||NS|
12834||F|.0005||.002||NS||NS||1.090||NS|
12839|||.0002||.003||NS||NS||.810||NS|
12843|4WD|F|NS||.003||NS||NS||.810||NS|
12844||R|.0005||.003||.472||NS||.409||16-25|
12845|2WD|F|NS||.003||NS||NS||.964||NS|
13198|2WD HD||.001|057|.005|058|1.255||1.210||1.180||15-80|
13199|4WD||.001|057|.005|058|1.255||1.210||1.180||15-80|
13200|2WD LD||.001|057|.005|058|1.185||1.150||1.120||15-80|
13234|2WD LD||.001|057|.005|058|1.255||1.210||1.180||15-80|
13236|2WD HD||.001|057|.005|058|1.185||1.150||1.120||15-80|
13372|2WD||.001|057|.005|058|1.185||1.150||1.120||15-80|
13383|4WD|F|.001|057|.005|058|1.255||1.210||1.180||15-80|
13386|2WD|F|.001|057|.005|058|1.185||1.150||1.120||15-80|
13489||F|.001|057|.0052||1.255||1.210||1.180||15-80|
13508|4WD||.001|057|.005||1.185||NS||1.122||15-80|
13509|2WD DRW||.001|057|.005||1.185||NS||1.102||15-80|
13510|2WD SRW||.0005||.003||1.185||NS||1.102||15-80|
13514|2WD|F|.0005||.003||1.185||NS||1.102||15-80|
13515|4WD|F|.001|057|.005||1.185||NS||1.122||15-80|
13542||R|.0005||.003||.472||NS||.400||NS|
13543||F|.0005||.003||1.150||NS||1.090||NS|
13650|Super Duty|F|.001||.008||1.500||1.460||1.430||15-80|
13651|STD Duty||.001|057|.005|058|1.255||1.210||1.180||15-80|
13652|Super Duty|R|.001||.008||1.500||1.460||1.430||15-80|
13665|STD Duty|F|.001|057|.005|058|1.255||1.210||1.180||15-80|
13748|Super Duty|F|.001||.008||1.500||NS||1.430||15-80|
13774|2WD, STD DUTY, SRW||.0005||.003||1.185||NS||1.102||15-80|
13776|2WD, STD DUTY, DRW||.001||.010||1.185||NS||1.122||15-80|
13833|4WD W/ SRW STD Duty||.001|057|.005||1.185||1.152||1.102||15-80|
13834|4WD W/ DRW STD Duty||.001|057|.005||1.185||1.152||1.102||15-80|
13835|2WD W/ SRW STD DUTY||.0005||.003||1.185||1.132||1.102||15-80|
13851|||.0005||.003||.870||.810|||044|15-80|
13882|||.0006||.003||.500||.460||.430||NS|
13884||F|.0006||.003||.500||.460||.430||NS|
13899|||NS||.006||.390||NS||.340||NS|
13938||R|.0005||.004||.945||.895|||044|15-80|
13939||F|.0005||.003||.870||.810|||044|15-80|
13996|||.0005||.003||.870||.810|||044|15-125|
14112|||.0003||.003||.870||.810|||044|10-80|
14143|||.0005||.003||.870||.810|||044|10-80|
14293|2.3L||.0005|050|.003||.870||.810|||044|10-80|
14294|5.0L||.0005||.003||1.030||.972|||044|15-125|
14299|5.0L|F|.0005||.003||1.030||.972|||044|15-125|
14300|5.0L|R|.0005||.003||.945||.895|||044|15-125|
14310|2.3L|F|.0005|050|.003||.870||.810|||044|10-80|
14356||R|.0003||.002||.550||.500|||044|15-125|
14357|Base|F|.0004||.004||1.030||.970|||044|10-80|
14358|Cobra|F|.0004||.001||1.102||1.040|||044|10-80|
14359|GT|F|.0004||.004||1.030||.970|||044|10-80|
14371|GTS|F|.0004||.004||1.030||.970|||044|10-80|
14390|Cobra|R|.0003||.002||.710||.660|||044|15-125|
14391|GT|R|.0003||.002||.550||.500|||044|15-125|
14393|Base|R|.0003||.002||.550||.500|||044|15-125|
14458||R|.0006||.003||.390||.345||.315||NS|
14459||F|.0006||.003||.940||.890||.860||NS|
14482||F|.0010||.004||.940||.890||.860||NS|
14483||R|.0010||.004||.390||.345||.315||NS|
14700|||NS||.003||.875||NS||.810||NS|
14701|2WD|F|NS||.003||1.024||NS||.964||NS|
14734|||.0005||.003|049|.945||.896|||044|10-80|
14743|Wagon|R|.0005||.003|049|1.024||.974|||044|10-80|
14744||F|.0005||.003|049|1.024||.974|||044|10-80|
14817||R|.0004||.002||.556||.500||||15-125|
14829||R|.0004||.015||.550||.502|||044|15-125|
14857||F|.0004||.024||1.024||.974|||044|15-125|
14858||R|.0004||.002||.550||.500|||044|15-125|
14879|||.0005||.003|049|.945||.882|||044|10-80|
14977|TURBO|F|.0005||.003||1.030||.972|||044|15-125|
14978|Natural Aspiration||.0005|050|.003||.870||.810|||044|10-80|
14979|TURBO|R|.0005||.003||.954||.895|||044|15-125|
15007||F|.0005||.003||1.024||.935|||044|15-125|
15008||R|.0005||.003||.950||.895|||044|15-125|
15017||R|.0004||.003||.950||.895|||044|15-125|
15018||F|.0004||.003||1.024||.935|||044|15-125|
15027||R|.0004||.003||.709||.657|||044|15-125|
15028||F|.0004||.003||1.024||.974|||044|0-100|
15129||R|.0005||.003||.472||.409|||044|15-125|
15130||F|.0004||.003||1.020||.970|||044|15-125|
15141|Vented Rotor|F|.0005||.004||.670||NS||.590||NS|
15179|Base|F|.0005||.0035||.709||.669|||044|NS|
15180|GSi|F|.0005||.0035||.866||.827|||044|NS|
15181||R|NS||.004||.354||NS||.315||NS|
15182|||.0005||.002||.866||NS||.787|044|NS|
15192||F|NS||.006||.433||NS||.378||NS|
15193|||.0005||.0059||.866||NS||.811||NS|
15200|2-Door|F|NS||.004||.394||.315|||044|NS|
15201|4-Door|F|NS||.006||.670||.590|||044|NS|
15202|2-Door||NS||.004||.394||.315|||044|NS|
15203|4-Door||NS||.006||.670||.590|||044|NS|
15298|LD Brakes||.0005||.003||1.035||.980||.965||20-60|
15299|HD Brakes||.0005||.003||1.260||1.230||1.215||20-60|
15362|LD Brakes||.0005||.003||1.035||.980||.965||10-50|
15363|HD Brakes||.0005||.003||1.260||1.230||1.215||10-50|
15370|HD Brakes|F|.0005||.003||1.260||1.230||1.215||10-50|
15371|LD Brakes|F|.0005||.003||1.035||.980||.965||10-50|
15537|||.0005||.003||1.280||1.230||1.215||20-60|
15770|Hydroboost||.0005||.003||1.535||1.480||1.465||20-60|
15771|STD Power Steering||.0005||.003||1.280||1.230||1.215||20-60|
15862|||.0005||.003||1.280||1.230||1.215||10-50|
15865||F|.0005||.003||1.280||1.230||1.215||10-50|
15873|DRW, 4 Wheel Disc|F|.0005||.003||1.535||1.480||1.465||10-50|
15874|DRW, 4 Wheel Disc|R|.0005||.003||1.500||1.480||1.465||10-50|
16712|Late||.0005||.010||1.500||1.480||1.465||30-60|
16713|Early||.0005||.004||1.535||1.480||1.465||20-60|
16883|||.0005||.003||1.260||1.230||1.215||20-60|
16890|||.0005||.003||1.260||1.230||1.215||10-50|
16892||F|.0005||.003||1.260||1.230||1.215||10-50|
17389|STD Power Steering||.0005||.003||1.260||1.230||1.215||20-60|
17471|DRW||.0005||.003||1.500||1.480||1.465||30-60|
17666|LD Brakes||.0005||.004||1.280||1.230||1.215||20-60|
17762|LD Brakes|F|.0005||.004||1.280||1.230||1.215||20-60|
17846||F|.0005||.004||1.280||1.230||1.215||20-60|
17859||F|.0005||.004||1.535||1.480||1.465||20-60|
17893|W/O 4-Wheel Disc|F|.0003||.003||1.035||.980||.965||30-60|
17904|||.0005||.003||1.035||.980||.965||30-80|
17918||F|.0005||.003||1.035||.980||.965||30-80|
18013|||.0005||.004||1.035||.980||.965||20-60|
18054|||.0006||.0039|051|.472||.413|||044|NS|
18061|||.0006||.0039|051|.669||.591|||044|NS|
18066|||.0006||.0039|051|.748||.669|||044|NS|
18069|||.0006||.0039||.748||.669|||044|NS|
18081|CARB||.0006||.0039||.748||.669|||044|NS|
18082|FI||.0006||.0039||.827||.748|||044|NS|
18091|FI|F|.0006||.0039||.827||.748|||044|NS|
18092|CARB|F|.0006||.0039||.748||.669|||044|NS|
18103|Wagon|F|.0006||.004||.984||.906|||044|NS|
18104|Coupe|F|.0006||.004||.905||.827|||044|NS|
18105||R|.0006||.004||.394||.315|||044|NS|
18106|Sedan|F|.0006||.004||.905||.827|||044|NS|
18287|1300, 4-SPD||.0006||.0039|051|.433||.354|||044|NS|
18288|1300, 5-SPD||.0006||.0039|051|.472||.394|||044|NS|
18289|1500||.0006||.0039|051|.472||.394|||044|NS|
18329|Others||.0006||.0039|051|.669||.591|||044|NS|
18330|1300 Hatchback||.0006||.0039|051|.472||.394|||044|NS|
18337|Others||.0006||.0039||.669||.591|||044|NS|
18338|1300 Hatchback||.0006||.0039||.472||.394|||044|NS|
18356||F|.0006||.0039||.748||.669|||044|NS|
18361|4WD Wagon||.0006||.004||.748||.669|||044|NS|
18362|FWD Sedan||.0006||.004||.827||.748|||044|NS|
18363|FWD Hatchback||.0006||.004||.827||.748|||044|NS|
18397||F|.0006||.004||.827||.748|||044|NS|
18398||R|.0006||.004||.354||.315|||044|NS|
18489|HF||.0006||.0039|051|.433||.354|||044|NS|
18490|Others||.0006||.0039|051|.472||.394|||044|NS|
18491|HF||.0006||.0039||.433||.354|||044|NS|
18492|Others||.0006||.0039||.472||.394|||044|NS|
18501|Others||.0006||.0039||.748||.669|||044|NS|
18502|HF||.0006||.0039||.669||.591|||044|NS|
18505|Others|F|.0006||.0039||.748||.669|||044|NS|
18506|HF|F|.0006||.0039||.669||.591|||044|NS|
18511|HF|F|.0006||.004||.669||.591|||044|NS|
18512|DX|F|.0006||.004||.827||.748|||044|NS|
18513|Si|F|.0006||.004||.748||.669|||044|NS|
18535||F|.0006||.004||.933||.827|||044|NS|
18536||R|.0006||.004||.354||.295|||044|NS|
18547|V6|R|.0004||.005||.709||.668||.654||NS|
18548|4-Cyl||.0006||.005||.866||.826||.811||NS|
18549|V6|F|.0004||.005||1.024||.983||.969||NS|
18565||F|.0004||.005||1.024||.983||.969||NS|
18566||R|.0004||.005||.709||.668||.654||NS|
18578|||.0006||.0039|051|.472||.394|||044|NS|
18580||F|.0006||.0039|051|.748||.669|||044|NS|
18581||R|.0006||.0039|051|.394||.315|||044|NS|
18582||R|.0006||.0039||.394||.315|||044|NS|
18639||F|.0006||.004||.905||.827|||044|NS|
18679|||NS||.0039||.748||NS||.669||NS|
18689||F|NS||.0059||.866||NS||.787||NS|
18690||R|NS||.0039||.472||NS||.413||NS|
18724||F|NS||.0024||.866||NS||.787||NS|
18731|Tokico||NS||.0059||.750||NS||.670||NS|
18732|Sumitomo||NS||.0059||.512||NS||.450||NS|
18749|Sumitomo|F|NS||.0059||.512||NS||.450||NS|
18750|Tokico|F|NS||.0059||.750||NS||.670||NS|
18755|||NS||.0059||.748||NS||.669||NS|
18776|||NS||.0059||.505||NS||.449||NS|
18800||F|NS||.0039||.866||NS||.787||NS|
18805|||NS||.0039||.866||NS||.787||NS|
18812||R|NS||.0059||.472||NS||.413||NS|
18883|||NS||.002||.505||NS||.449||NS|
18891||F|.0004||.0028||.870||.787|||044|NS|
18892||R|.0008||.0028||.350||.310|||044|NS|
18903||R|.0008||.0059||.350||.310|||044|NS|
18904||F|.0004||.0031||.870||.787|||044|NS|
18907||R|.0008||.0059||.630||.551|||044|NS|
18908||F|.0004||.0028||1.102||1.024|||044|NS|
18917||F|NS||.0028||.870||.787|||044|NS|
18918||R|NS||.0028||.390||.354|||044|NS|
18923||F|.0006||.0028||1.100||1.024|||044|NS|
18924||R|.0008||.0028||.354||.315|||044|NS|
18935||R|.0006||.0039||.630||.550|||044|NS|
18939||F|.0006||.004||1.100||1.024|||044|NS|
18940||F|.0006||.005||.866||.826||.811||NS|
18941||R|.0006||.005||.472||.432||.417||NS|
18961||F|.0004||.005||1.024||.970|||044|NS|
18962|W/O 4-Wheel Disc||.0005||.003||1.035||.980||.965||30-80|
18965|||NS||.0059||.394||.354||.338||NS|
18975|RWD||NS||.0059||.394||.354||.338||NS|
18976|FWD||NS||.0059||.433||NS||.378||NS|
18979|||NS||.0059||.433||NS||.378||NS|
18980|Nat Aspir  & SOHC||NS||.0059||.433||NS||.378||NS|
18981|TURBO & DOHC||NS||.0059||.710||NS||.654||NS|
18988|TURBO & DOHC|F|NS||.0059||.710||NS||.654||NS|
18989|Nat Aspir  & SOHC|F|NS||.0059||.433||NS||.378||NS|
18994||F|.0006||.0051||.709||.668||.654||NS|
18995||R|.0006||.0051||.709||.668||.654||NS|
19006||R|.0005||.0059||.358||.299|||044|NS|
19007|W/ Lotus Suspension|F|.0005||.0059||.866||.811|||044|NS|
19008|W/O Lotus Suspension|F|.0005||.0059||.710||.654|||044|NS|
19022||F|.0006||.004||.933||.830|||044|NS|
19027|||.0005||.0031|048|.492||.453||.437||20-60|
19033|||.0012||.0051||.710||.668||.654||NS|
19127|||.0006||.005||.866||.826||.811||NS|
19132|V6|R|.0004||.005||.710||.668||.654||NS|
19155|SOHC|F|.0005||.0059||.710||.654|||044|NS|
19157|DOHC|F|.0005||.0059||.866||.811|||044|NS|
19215||R|NS||.004||.500||NS|047|.450||NS|
19216||F|NS||.004||.950||NS|047|.900||NS|
19229||R|.0005||.004||.390||NS|047|.345||NS|
19230||F|.0005||.004||.870||NS|047|.830||NS|
19237||F|.0005||.004||1.102||NS|047|1.063||NS|
19238||R|.0005||.004||.394||NS|047|.346||NS|
19247|||.0005||.002||1.102||NS|047|1.024||NS|
19252|||NS||.004||.950||NS||.900||NS|
19257||R|.0005||.004||.787||NS||.727||NS|
19258||F|.0005||.004||1.102||NS||1.024||NS|
19268|W/O Overdrive|R|NS||.004||.500||NS||.450||NS|
19359||F|.0005||.004||1.102||NS|047|1.024||NS|
19362||F|.0005||.004||.945||NS|047|NS||NS|
19363||R|.0005||.004||.500||NS|047|NS||NS|
19365|W/ Overdrive|R|NS||.004||.950||NS|047|.900||NS|
19366||F|NS||.004||.950||NS||.900||NS|
19418||F|.0005||.004||.945||NS||NS||NS|
19419||R|.0005||.004||.500||NS||.450||NS|
19426||R|.0005||.004||.500||NS||||NS|
19473||F|NS||.004||1.102||NS||1.024||NS|
19474||R|NS||.006||.768||NS||.728||NS|
19496|||.001||.005||1.295||1.215|||044|20-60|
19509|||.001||.004||.875||.815|||044|15-80|
19548||F|.001||.004||.875||.815|||044|15-80|
19555|2WD||.0005||.005||.875||.815|||044|15-80|
19556|4WD||.0005||.005||.950||.894|||044|15-80|
19599|||.0005||.005||.950||.894|||044|NS|
19620|||.001||.005||.875||.815|||044|15-80|
19711||F|.0005||.005||.950||.894|||044|NS|
19712||R|.001||.005||.440||.374|||044|NS|
19769|||.001||.005||1.295||1.215|||044|15-80|
19777||F|.001||.005||1.295||1.215|||044|15-80|
19778|||.0005||.005||1.295||1.215|||044|15-80|
19958|||.0005||.005||.944||.894||NS||NS|
19966|||.0005||.004||.944||.894|||044|NS|
19969||F|NS||.0039||.787||NS||.710||NS|
19970||R|NS||.0039||.394||NS||.320||NS|
20023|||NS||.0039||.945||NS||.882||NS|
20027||F|NS||.006||.945||NS||.937||NS|
20028||R|NS||.006||.490||NS||.460||NS|
20035||R|NS||.006||.496||NS||.472||NS|
20036||F|NS||.006||NS||NS||.472||NS|
20043||F|NS||.006||1.000||NS||.866||NS|
20044||R|NS||.006||.500||NS||.460||NS|
20053||F|NS||.006||.985||NS||.866||NS|
20061||F|NS||.0028||.984||NS||.906||NS|
20062||R|NS||.0059||.394||NS||.354||NS|
20066||F|NS||.002||1.102||NS||1.024||NS|
20069||R|NS||.002||.630||NS||.591||NS|
20070||F|NS||.002||1.260||NS||1.181||NS|
20079||R|NS||.0059||.625||NS||.591||NS|
20080||F|NS||.0059||.984||NS||.906||NS|
20095||F|NS||.0059||1.260||NS||1.181||NS|
20096||R|NS||.0059||.709||NS||.630||NS|
20151||R|.0005||.004||.945||.895|||044|10-80|
20152||F|.0005||.003||1.030||.972|||044|15-125|
20167||R|.0005||.002|049|1.020||.970|||044|15-125|
20168||F|.0004||.002|049|1.020||.970|||044|10-80|
20175||R|.0005||.002|049|.940||.900|||044|15-125|
20187||R|NS||.015||.555||.502||NS|044|NS|
20189||F|.0003||.003||1.020||.974|||044|15-125|
20194||F|.0004||.003||1.020||.974|||044|15-125|
20196||F|.0035||.003||1.020||.974|||044|15-125|
20198||F|.0035||.003||1.024||.974|||044|15-125|
20221|||.0005||.003||1.030||.972|||044|15-125|
20241||R|.0005||.002||.945||.895|||044|15-125|
20261||R|.0035||.002||.709||.657|||044|15-125|
20273||F|.0005||.003||1.030||.974|||044|10-80|
20319||F|.0035||.003||1.024||.974|||044|10-80|
20351||R|NS||.0039||.394||NS||.354||NS|
20352||F|NS||.0039||.710||NS||.630||NS|
20356||R|NS||.0039||.390||NS||.350||NS|
20358||R|NS||.0039||.390||NS||.310||NS|
20359||F|NS||.0039||.870||NS||.790||NS|
20360||R|NS||.0039||.350||NS||.280||NS|
20372||R|NS||.0039||.354||NS||.315||NS|
20386|||NS||.0039||.512||.472|||044|NS|
20390|Gas||NS||.0039||.551||NS||.492||NS|
20394|Diesel||NS||.0039||.787||NS||.709||NS|
20397||F|NS||.0039||.551||NS||.492||NS|
20405||F|NS||.0039||.940||.900||.870||NS|
20406||R|NS||.0039||.394||NS||.315||NS|
20439||R|NS||.0039||.394||.354|053|.315||NS|
20440||F|NS||.0039||.945||.897|053|.866||NS|
20479||R|NS||.0039||.401||NS||.315||NS|
20483||R|NS||.0039||.710||NS||.630||NS|
20491||R|NS||.0039||.709||NS||.630||NS|
20492||F|NS||.0039||.940||NS||.870||NS|
20507|||NS||.0059||.787||NS||.709||NS|
20508|||NS||.0039||.787||NS||.748||NS|
20511|4WD||NS||.0059||.866||NS||.787||NS|
20512|2WD||NS||.0059||.787||NS||.709||NS|
20515|2WD|F|NS||.0059||.787||NS||.709||NS|
20516|4WD|F|NS||.0059||.866||NS||.787||NS|
20525|||.0002||.003||.875||.840||.810||NS|
20526|||NS||.003||1.024||NS||.964||NS|
20554|||NS||.0024||.512||.472|||044|NS|
20558|RWD||NS||.0024||.512||.472|||044|NS|
20559|FWD||NS||.0039||.433||NS||.393||NS|
20564|||NS||.0039||.433||NS||.393||NS|
20568||F|NS||.0039||.709||NS||.630||NS|
20569||R|NS||.0039||.354||NS||.280||NS|
20576||F|NS||.0039|052|.787||.740|053|.709||NS|
20577||R|NS||.0039|052|.354||.331|053|.315||NS|
20584||R|NS||.0039|052|.374||.326|053|.295||NS|
20585||F|NS||.0039|052|1.102||1.055|053|1.024||NS|
20600||F|NS||.0039||.945||NS||.866||NS|
20602|||NS||.0039||.945||NS||.866||NS|
20606|4WD|F|NS||.0039||1.102||NS||1.024||NS|
20607|2WD|F|NS||.0039||1.180||NS||1.102||NS|
20619||R|NS||.0039|052|.709||.661|053|.630||NS|
20624||R|NS||.0039|052|.354||.345|053|.315||NS|
20625||F|NS||.0039|052|.866||.819|053|.787||NS|
20675||R|NS||.0039||.354||.354|053|.315||NS|
20692|||.0002||.003||.880||.840||.810||NS|
20724||R|NS||.0039|052|.354||.307|053|.276||NS|
20756|||NS||.0039||.709||NS||.669||NS|
20758||F|NS||.0039||.709||NS||.669||NS|
20759|Vented Rotor|R|NS||.0039||.709||NS||.669||NS|
20760|Solid Rotor|R|NS||.0039||.394||NS||.354||NS|
20779|15" Wheels|R|NS||.0039||.787||NS||.709||NS|
20781|14" Wheels|R|NS||.0039||.394||NS||.315||NS|
20818||R|NS||.0039|052|.790||NS||.710||NS|
20819||F|NS||.0039|052|.870||NS||.790||NS|
20824||R|NS||.006||.354||NS||.287||NS|
20825||F|NS||.005||.433||NS||.354||NS|
20838|2.3L|F|NS||.005||.433||NS||.354||NS|
20839|2.3L|R|NS||.006||.354||NS||.287||NS|
20842|16 Valve|R|NS||.006||.354||NS||.287||NS|
20843|16 Valve|F|NS||.005||.866||NS||.764||NS|
20846|2.6L|F|NS||.005||.866||NS||.764||NS|
20847|2.6L|R|NS||.006||.354||NS||.287||NS|
20854||F|NS||.005||.443||.374||.354||NS|
20855||R|NS||.006||.354||.299||.287||NS|
20870||F|NS||.005||.496||NS||.417||NS|
20871||R|NS||.006||.394||NS||.327||NS|
20915||F|NS||.005||.866||NS||.764||NS|
20946||F|NS||.005||.866||.787||.764||NS|
20953||F|NS||.005||.984||.906||.882||NS|
21010|2.8L|F|NS||.005||.866||.787||.764||NS|
21011|3.2L|R|NS||.006||.354||.299||.287||NS|
21012|3.2L|F|NS||.005||.866||.787||.764||NS|
21013|2.8L|R|NS||.006||.354||.299||.287||NS|
21036|4 Piston Caliper|F|NS||.005||1.181||1.102||1.079||NS|
21037|2 Piston Caliper|F|NS||.005||1.102||NS||1.000||NS|
21038||R|NS||.006||.472||.413||.385||NS|
21043||F|NS||.005||1.102||NS||1.000||NS|
21050|2 Piston Caliper|F|NS||.005||1.102||1.024||1.000||NS|
21051||R|NS||.006||.394||.346||.327||NS|
21065||R|NS||.006||.354||.346||.327||NS|
21066||F|NS||.005||1.102||1.024||1.000||NS|
21129||R|NS||.004||.945||.866||.843||NS|
21130||F|NS||.003||.866||.787||.764||NS|
21131||R|NS||.006||.945||.866||.843||NS|
21132||F|NS||.005||.984||.905||.882||NS|
21133||R|NS||.006||.866||.787||.764||NS|
21134||F|NS||.005||1.181||1.102||1.079||NS|
21171||R|NS||.0047||.394||.327||NS||NS|
21172||F|NS||.0047||.866||.764||NS||NS|
21200|FM 2/93|F|NS||.005||1.181||1.122||1.102||NS|
21201|To 1/93|F|NS||.003||1.102||1.024||1.000||NS|
21256||F|NS||.003||1.181||1.102||1.079||NS|
21257||R|NS||.004||.866||.787||.764||NS|
21272|To 9/95|F|NS||.005||.866||.787||.763||NS|
21273|To 9/95|R|NS||.006||.354||.299||.287||NS|
21275|FM 9/95|R|NS||.006||.354||.299||.287||NS|
21277|FM 9/95|F|NS||.005||.984||.906||.882||NS|
21278|Up to 9/95|F|NS||.003||1.181||1.122||1.102||NS|
21279|Up to 9/95|R|NS||.006||.945||.866||.843||NS|
21280|From 9/95|R|NS||.006||.394||.347||.327||NS|
21281|From 9/95|F|NS||.005||1.102||1.023||1.000||NS|
21282|FM 9/95|F|NS||.005||1.102||1.023||1.00||NS|
21283|FM 9/95|R|NS||.006||.394||.347||.327||NS|
21288||F|NS||NS||.984||.906||.882||NS|
21289||R|NS||NS||.354||.299||.287||NS|
21292|Coupe & Sedan|R|NS||.006||.354||.299||.287||NS|
21293|Cabriolet|F|NS||.005||.984||.906||.882||NS|
